"report_namePKO";"paragraphNumber";"paragraph_ID";"DisarmamentDemobilization";"Reintegration";"ControlSALW";"Demilitarization";"ArmsEmbargo";"CivilianProtection";"HumanRights";"ChildRights";"SexualViolence";"PoliceReform";"MilitaryReform";"Operations_PatrolsInterventions";"Operations_UseOfForce";"JusticeSectorReform";"TransitionalJustice";"PrisonReform";"BorderControl";"Demining";"Resources";"StateAuthority";"StateAdministration";"DemocraticInstitutions";"ElectoralSecurity";"ElectionAssistance";"VoterEducation";"PartyAssistance";"CivilSocietyAssistance";"Media";"PowerSharing";"National_Reconciliation";"LocalReconciliation";"EconomicDevelopment";"HumanitarianRelief";"PublicHealth";"RefugeeAssistance";"Gender";"LegalReform"
"UNOMIG_S/2009/254";45;5066;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";""
"UNOMIG_S/2009/254";44;5065;"";"";"";"";"";"";"Monitor,Implement,InternationalActor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";43;5064;"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";42;5063;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";41;5062;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"Monitor,InternationalActor";"";""
"UNOMIG_S/2009/254";38;5061;"";"";"";"";"";"";"";"";"";"";"Monitor";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";37;5060;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";""
"UNOMIG_S/2009/254";32;5059;"";"";"";"Monitor,Advocate";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";30;5058;"";"";"";"";"";"Monitor";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";29;5057;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";28;5056;"";"";"";"";"";"";"InternationalActor,Advocate,Implement,Monitor";"";"";"";"";"Implement";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";25;5055;"";"";"";"";"";"";"";"";"";"Monitor";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";23;5054;"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";22;5053;"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";16;5052;"";"";"";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";15;5051;"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";13;5050;"";"";"";"Monitor,Advocate";"";"";"";"";"";"";"Monitor,Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";8;5049;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/254";5;5048;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"Meeting,InternationalActor";"";""
"UNOMIG_S/2009/69";63;5047;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";50;5046;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"Implement";"";"";"";"";"";"";"Implement";"";"";""
"UNOMIG_S/2009/69";49;5045;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"Implement,InternationalActor";"Implement,InternationalActor,Assist";"";""
"UNOMIG_S/2009/69";48;5044;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";47;5043;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";46;5042;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";45;5041;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";44;5040;"";"";"";"";"";"";"InternationalActor,Implement,Monitor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";42;5039;"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";41;5038;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"Monitor";"";""
"UNOMIG_S/2009/69";35;5037;"";"";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";32;5036;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";31;5035;"";"";"";"Monitor";"";"";"";"";"";"";"";"Implement";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";29;5034;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";25;5033;"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";24;5032;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";15;5031;"";"";"Monitor,Advocate";"Monitor,Advocate";"";"";"";"";"";"";"Monitor,Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";14;5030;"";"";"Monitor";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2009/69";7;5029;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";""
"UNOMIG_S/2009/69";6;5028;"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";""
"UNOMIG_S/2009/69";3;5027;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";53;5026;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement";"";""
"UNOMIG_S/2008/631";52;5025;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";51;5024;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"Monitor,InternationalActor";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";48;5023;"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";46;5022;"";"";"Monitor";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";45;5021;"";"";"";"Monitor";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";39;5020;"";"";"";"";"";"";"";"";"";"Monitor";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";37;5019;"";"";"Monitor";"";"";"";"";"";"";"Monitor";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";35;5018;"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"Monitor,Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";32;5017;"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";31;5016;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";30;5015;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";26;5014;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";25;5013;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";24;5012;"";"";"";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";20;5011;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/631";19;5010;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";63;5009;"";"";"";"";"";"";"";"";"";"AssistOther,MaterialSupport";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";60;5008;"";"";"";"";"";"";"InternationalActor,Implement,Monitor";"Monitor";"";"";"";"";"";"Monitor,InternationalActor";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";55;5007;"";"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";52;5006;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";50;5005;"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";49;5004;"";"";"";"";"";"";"";"";"";"Monitor,Advocate";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";44;5003;"";"";"";"";"";"";"";"";"";"AssistAgents,AssistOther";"";"Assist";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";43;5002;"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";42;5001;"";"";"";"";"";"";"";"";"";"Monitor";"Monitor";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";40;5000;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";39;4999;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";38;4998;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";34;4997;"";"";"";"";"";"";"";"";"";"";"Monitor";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";31;4996;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";29;4995;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";24;4994;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";23;4993;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";22;4992;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";20;4991;"";"";"Monitor";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";17;4990;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";16;4989;"";"";"";"";"";"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";15;4988;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";14;4987;"";"";"";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/480";10;4986;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";43;4985;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outreach";"";"";""
"UNOMIG_S/2008/219";42;4984;"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"Implement";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";41;4983;"";"";"";"";"";"";"";"Implement,InternationalActor";"";"Implement,InternationalActor";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"Implement,InternationalActor";""
"UNOMIG_S/2008/219";39;4982;"";"";"";"";"";"";"InternationalActor,Implement,Monitor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"InternationalActor,Monitor";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";37;4981;"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";32;4980;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";31;4979;"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";30;4978;"";"";"";"";"";"";"";"";"";"Monitor";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";26;4977;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";25;4976;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";23;4975;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/219";22;4974;"";"";"Monitor";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";57;4973;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";53;4972;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outreach,Implement";"";"";""
"UNOMIG_S/2008/38";46;4971;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"Meeting,InternationalActor";"Meeting,InternationalActor";"";"";""
"UNOMIG_S/2008/38";45;4970;"";"";"";"";"";"";"";"";"";"MaterialSupport,InternationalActor";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";44;4969;"";"";"";"";"";"";"InternationalActor,Implement,Outreach";"";"";"AssistAgents,Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";""
"UNOMIG_S/2008/38";43;4968;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";42;4967;"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";38;4966;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";37;4965;"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";36;4964;"";"";"";"Monitor";"";"";"";"";"";"";"Monitor";"Implement";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";32;4963;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";31;4962;"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";26;4961;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";25;4960;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";23;4959;"";"";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";18;4958;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"Monitor";"";"";"";"";"Monitor";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";15;4957;"";"";"";"";"";"";"";"";"";"Advocate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";14;4956;"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";11;4955;"";"";"";"";"";"";"";"";"";"";"Monitor";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";9;4954;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2008/38";5;4953;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"";"";"";"";"";"";"";"";"";"";"Meeting,InternationalActor";"Meeting,InternationalActor";"Meeting,InternationalActor";"";"";""
"UNOMIG_S/2007/588";34;4952;"";"";"";"";"";"";"";"";"";"AssistOther";"";"";"";"";"";"";"";"";"";"";"MaterialSupport,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";33;4951;"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"Implement,InternationalActor";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";32;4950;"";"";"";"";"";"";"InternationalActor,Implement,Monitor";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";30;4949;"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";26;4948;"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"Implement,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";25;4947;"";"";"";"Monitor";"";"";"";"";"";"";"Monitor";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";21;4946;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";18;4945;"";"";"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";15;4944;"";"";"";"";"";"";"Monitor,InternationalActor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";11;4943;"";"";"";"";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";10;4942;"";"";"Monitor,Advocate";"Monitor";"";"";"";"";"";"";"Monitor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"UNOMIG_S/2007/588";9;4941;"";"";"";"";"";"";"";"";"";"";"";"Implement";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
